Timestamp,RSSI_Downlink,Status
2025-09-01 19:03:23.658,-76.00,Sucesso
2025-09-01 19:03:24.678,-74.00,Sucesso
2025-09-01 19:03:25.688,-73.00,Sucesso
2025-09-01 19:03:26.699,-74.00,Sucesso
2025-09-01 19:03:27.712,-73.00,Sucesso
2025-09-01 19:03:28.722,-73.00,Sucesso
2025-09-01 19:03:29.751,-75.00,Sucesso
2025-09-01 19:03:30.769,-74.00,Sucesso
2025-09-01 19:03:31.787,-77.00,Sucesso
2025-09-01 19:03:32.796,-77.00,Sucesso
2025-09-01 19:03:33.810,-77.00,Sucesso
2025-09-01 19:03:34.822,-77.00,Sucesso
2025-09-01 19:03:35.840,-75.00,Sucesso
2025-09-01 19:03:36.850,-75.00,Sucesso
2025-09-01 19:03:37.917,-75.00,Sucesso
2025-09-01 19:03:38.929,-74.00,Sucesso
2025-09-01 19:03:39.938,-75.00,Sucesso
2025-09-01 19:03:40.952,-74.00,Sucesso
2025-09-01 19:03:41.966,-74.00,Sucesso
2025-09-01 19:03:42.985,-74.00,Sucesso
2025-09-01 19:03:44.060,-74.00,Sucesso
2025-09-01 19:03:45.073,-74.00,Sucesso
2025-09-01 19:03:46.083,-74.00,Sucesso
2025-09-01 19:03:47.121,-74.00,Sucesso
2025-09-01 19:03:48.190,-75.00,Sucesso
2025-09-01 19:03:49.200,-75.00,Sucesso
2025-09-01 19:03:50.216,-75.00,Sucesso
2025-09-01 19:03:51.226,-75.00,Sucesso
2025-09-01 19:03:52.239,-75.00,Sucesso
2025-09-01 19:03:53.253,-75.00,Sucesso
